Name,Type,Minimum,Maximum,Length,Direction,Transferred From
,start,"17,039","17,039",1,forward,M01342:73:000000000-AAFA1:1:1111:22349:26514 2:N:0:2 (reversed)
,start,"17,042","17,042",1,forward,"M01342:73:000000000-AAFA1:1:1101:10112:14427 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1112:4495:8820 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:22886:16594 1:N:0:2 (reversed)"
,start,"17,051","17,051",1,forward,"M01342:73:000000000-AAFA1:1:1107:23131:14528 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:17403:16560 1:N:0:2 (reversed)"
,start,"17,053","17,053",1,forward,"M01342:73:000000000-AAFA1:1:1103:14350:6783 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:17932:3091 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:5228:15151 2:N:0:2"
,start,"17,057","17,057",1,reverse,"M01342:73:000000000-AAFA1:1:1103:12535:11719 2:N:0:2, M01342:73:000000000-AAFA1:1:1112:24777:22552 1:N:0:2"
,start,"17,058","17,058",1,forward,M01342:73:000000000-AAFA1:1:2114:14012:11258 2:N:0:2 (reversed)
,start,"17,060","17,060",1,forward,M01342:73:000000000-AAFA1:1:1111:5103:10828 2:N:0:2 (reversed)
,start,"17,061","17,061",1,forward,M01342:73:000000000-AAFA1:1:1110:10646:17647 2:N:0:2 (reversed)
,start,"17,063","17,063",1,forward,M01342:73:000000000-AAFA1:1:1114:20261:24749 1:N:0:2 (reversed)
,start,"17,064","17,064",1,forward,"M01342:73:000000000-AAFA1:1:2110:25122:18640 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:12966:21440 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:4255:10933 1:N:0:2 (reversed)"
,start,"17,065","17,065",1,reverse,M01342:73:000000000-AAFA1:1:2112:26692:17469 2:N:0:2 (reversed)
,start,"17,066","17,066",1,reverse,M01342:73:000000000-AAFA1:1:1108:22626:18752 1:N:0:2 (reversed)
,start,"17,068","17,068",1,reverse,"M01342:73:000000000-AAFA1:1:1110:26759:15814 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:7056:13777 2:N:0:2, M01342:73:000000000-AAFA1:1:2108:6185:15920 2:N:0:2"
,start,"17,069","17,069",1,forward,"M01342:73:000000000-AAFA1:1:1102:11696:15542 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1107:10339:17447 2:N:0:2"
,start,"17,071","17,071",1,forward,M01342:73:000000000-AAFA1:1:1102:23278:5097 1:N:0:2 (reversed)
,start,"17,072","17,072",1,forward,M01342:73:000000000-AAFA1:1:2109:12213:7918 1:N:0:2
,start,"17,073","17,073",1,reverse,M01342:73:000000000-AAFA1:1:1110:23940:6799 1:N:0:2
,start,"17,074","17,074",1,forward,M01342:73:000000000-AAFA1:1:1113:20311:21636 2:N:0:2
,start,"17,076","17,076",1,reverse,M01342:73:000000000-AAFA1:1:1104:17839:9360 1:N:0:2
,start,"17,076","17,076",1,forward,M01342:73:000000000-AAFA1:1:1114:15505:4487 1:N:0:2 (reversed)
,start,"17,077","17,077",1,forward,"M01342:73:000000000-AAFA1:1:1105:10303:25626 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1105:11726:3141 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1113:10683:2493 2:N:0:2 (reversed)"
,start,"17,080","17,080",1,reverse,M01342:73:000000000-AAFA1:1:1109:13869:6311 1:N:0:2 (reversed)
,start,"17,080","17,080",1,forward,M01342:73:000000000-AAFA1:1:2111:23148:24813 2:N:0:2 (reversed)
,start,"17,081","17,081",1,reverse,M01342:73:000000000-AAFA1:1:2109:12069:2703 1:N:0:2 (reversed)
,start,"17,081","17,081",1,forward,"M01342:73:000000000-AAFA1:1:2104:20069:27712 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:17001:13187 1:N:0:2 (reversed)"
,start,"17,089","17,089",1,forward,"M01342:73:000000000-AAFA1:1:1110:17955:2289 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:17343:18255 2:N:0:2"
,start,"17,092","17,092",1,forward,M01342:73:000000000-AAFA1:1:2103:12629:20699 1:N:0:2 (reversed)
,start,"17,101","17,101",1,forward,"M01342:73:000000000-AAFA1:1:1106:22287:12559 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1107:4779:14298 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:28313:12451 1:N:0:2 (reversed)"
,start,"17,104","17,104",1,forward,M01342:73:000000000-AAFA1:1:2110:24575:11985 2:N:0:2 (reversed)
,start,"17,105","17,105",1,reverse,"M01342:73:000000000-AAFA1:1:1109:22641:14264 2:N:0:2, M01342:73:000000000-AAFA1:1:1111:14114:7704 1:N:0:2"
,start,"17,105","17,105",1,forward,M01342:73:000000000-AAFA1:1:2105:5670:16782 1:N:0:2 (reversed)
,start,"17,108","17,108",1,reverse,M01342:73:000000000-AAFA1:1:2103:16273:20851 2:N:0:2
,start,"17,109","17,109",1,forward,"M01342:73:000000000-AAFA1:1:1113:25137:18090 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:17055:15718 2:N:0:2 (reversed)"
,start,"17,112","17,112",1,forward,"M01342:73:000000000-AAFA1:1:2101:19823:27249 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:24937:13546 1:N:0:2"
,start,"17,113","17,113",1,forward,"M01342:73:000000000-AAFA1:1:1103:22231:9969 2:N:0:2, M01342:73:000000000-AAFA1:1:1108:6061:14197 1:N:0:2 (reversed)"
,start,"17,115","17,115",1,forward,M01342:73:000000000-AAFA1:1:2106:21331:26723 2:N:0:2 (reversed)
,start,"17,122","17,122",1,reverse,M01342:73:000000000-AAFA1:1:2114:13460:24826 2:N:0:2
,start,"17,124","17,124",1,forward,"M01342:73:000000000-AAFA1:1:1101:6119:7736 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2105:20801:16484 2:N:0:2 (reversed)"
,start,"17,125","17,125",1,forward,"M01342:73:000000000-AAFA1:1:1114:7623:9703 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:19892:21565 2:N:0:2 (reversed)"
,start,"17,126","17,126",1,reverse,M01342:73:000000000-AAFA1:1:2103:23057:23135 1:N:0:2
,start,"17,129","17,129",1,reverse,M01342:73:000000000-AAFA1:1:1104:4496:21256 1:N:0:2
,start,"17,129","17,129",1,forward,"M01342:73:000000000-AAFA1:1:1104:15133:7331 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1112:5603:9502 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:28369:17589 2:N:0:2"
,start,"17,133","17,133",1,reverse,M01342:73:000000000-AAFA1:1:1104:25695:22961 2:N:0:2 (reversed)
,start,"17,134","17,134",1,forward,"M01342:73:000000000-AAFA1:1:1105:14439:9842 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1112:16231:17182 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:5464:9640 2:N:0:2 (reversed)"
,start,"17,136","17,136",1,forward,M01342:73:000000000-AAFA1:1:1111:14818:13551 1:N:0:2
,start,"17,138","17,138",1,reverse,"M01342:73:000000000-AAFA1:1:1108:24331:10280 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1113:5598:23498 1:N:0:2 (reversed)"
,start,"17,138","17,138",1,forward,M01342:73:000000000-AAFA1:1:2113:8076:9677 2:N:0:2
,start,"17,141","17,141",1,reverse,M01342:73:000000000-AAFA1:1:2104:14248:26507 2:N:0:2 (reversed)
,start,"17,144","17,144",1,forward,"M01342:73:000000000-AAFA1:1:1113:20697:3902 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:2753:16469 1:N:0:2 (reversed)"
,start,"17,147","17,147",1,reverse,M01342:73:000000000-AAFA1:1:1114:3069:12128 2:N:0:2
,start,"17,148","17,148",1,forward,"M01342:73:000000000-AAFA1:1:1109:22827:7282 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:14511:28702 2:N:0:2 (reversed)"
,start,"17,151","17,151",1,reverse,M01342:73:000000000-AAFA1:1:2114:23513:13070 1:N:0:2 (reversed)
,start,"17,151","17,151",1,forward,"M01342:73:000000000-AAFA1:1:1109:19381:17902 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1112:19453:13949 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:9769:10635 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:5923:13443 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:25261:17243 1:N:0:2 (reversed)"
,start,"17,153","17,153",1,forward,M01342:73:000000000-AAFA1:1:1105:18591:19512 2:N:0:2 (reversed)
,start,"17,155","17,155",1,forward,"M01342:73:000000000-AAFA1:1:1101:26749:19649 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1105:15530:13962 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:25620:18189 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:11011:7045 2:N:0:2 (reversed)"
,start,"17,158","17,158",1,forward,M01342:73:000000000-AAFA1:1:1108:11293:21558 1:N:0:2 (reversed)
,start,"17,159","17,159",1,reverse,M01342:73:000000000-AAFA1:1:1109:2939:10961 2:N:0:2
,start,"17,161","17,161",1,forward,M01342:73:000000000-AAFA1:1:2101:25224:5219 2:N:0:2 (reversed)
,start,"17,166","17,166",1,forward,M01342:73:000000000-AAFA1:1:2113:21495:18766 1:N:0:2 (reversed)
,start,"17,168","17,168",1,forward,"M01342:73:000000000-AAFA1:1:1107:11828:8900 2:N:0:2, M01342:73:000000000-AAFA1:1:1109:9642:23623 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:5391:20647 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:5296:20826 2:N:0:2 (reversed)"
,start,"17,170","17,170",1,forward,M01342:73:000000000-AAFA1:1:2105:15516:8313 1:N:0:2
,start,"17,172","17,172",1,reverse,"M01342:73:000000000-AAFA1:1:1103:2839:10826 1:N:0:2, M01342:73:000000000-AAFA1:1:2112:14936:8240 2:N:0:2"
,start,"17,173","17,173",1,forward,"M01342:73:000000000-AAFA1:1:1114:23587:8352 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2105:14313:4843 1:N:0:2 (reversed)"
,start,"17,177","17,177",1,reverse,"M01342:73:000000000-AAFA1:1:2101:16616:27957 2:N:0:2, M01342:73:000000000-AAFA1:1:2105:10871:26769 2:N:0:2"
,start,"17,178","17,178",1,forward,M01342:73:000000000-AAFA1:1:1111:12498:13779 2:N:0:2 (reversed)
,start,"17,180","17,180",1,forward,"M01342:73:000000000-AAFA1:1:1103:7674:16916 2:N:0:2, M01342:73:000000000-AAFA1:1:2112:23367:22698 1:N:0:2 (reversed)"
,start,"17,184","17,184",1,reverse,M01342:73:000000000-AAFA1:1:1106:26535:16866 1:N:0:2
,start,"17,185","17,185",1,forward,M01342:73:000000000-AAFA1:1:2114:15853:23719 2:N:0:2 (reversed)
,start,"17,186","17,186",1,forward,M01342:73:000000000-AAFA1:1:2104:4250:7489 1:N:0:2 (reversed)
,start,"17,194","17,194",1,forward,"M01342:73:000000000-AAFA1:1:1104:20116:18770 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:10679:10942 2:N:0:2 (reversed)"
,start,"17,196","17,196",1,reverse,M01342:73:000000000-AAFA1:1:1103:7874:20731 2:N:0:2
,start,"17,197","17,197",1,forward,M01342:73:000000000-AAFA1:1:1112:14579:16511 1:N:0:2 (reversed)
,start,"17,199","17,199",1,forward,M01342:73:000000000-AAFA1:1:1107:13420:11988 1:N:0:2 (reversed)
,start,"17,200","17,200",1,forward,M01342:73:000000000-AAFA1:1:1101:18391:3653 1:N:0:2
,start,"17,201","17,201",1,reverse,M01342:73:000000000-AAFA1:1:1101:13133:13771 2:N:0:2
,start,"17,201","17,201",1,forward,"M01342:73:000000000-AAFA1:1:1105:4693:22097 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:12348:8722 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:20003:16852 2:N:0:2 (reversed)"
,start,"17,202","17,202",1,forward,M01342:73:000000000-AAFA1:1:2109:16879:10457 1:N:0:2 (reversed)
,start,"17,203","17,203",1,forward,M01342:73:000000000-AAFA1:1:1110:6639:22477 1:N:0:2 (reversed)
,start,"17,205","17,205",1,forward,M01342:73:000000000-AAFA1:1:1101:16057:20142 2:N:0:2
,start,"17,206","17,206",1,reverse,M01342:73:000000000-AAFA1:1:1112:13256:18510 2:N:0:2
,start,"17,210","17,210",1,forward,"M01342:73:000000000-AAFA1:1:1103:14346:10072 1:N:0:2, M01342:73:000000000-AAFA1:1:2107:2300:13460 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:27423:21216 2:N:0:2 (reversed)"
,start,"17,214","17,214",1,reverse,M01342:73:000000000-AAFA1:1:2103:22607:20582 1:N:0:2
,start,"17,216","17,216",1,forward,"M01342:73:000000000-AAFA1:1:1112:13465:12739 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:20701:25699 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:8698:16242 1:N:0:2 (reversed)"
,start,"17,219","17,219",1,reverse,M01342:73:000000000-AAFA1:1:2107:6826:19780 1:N:0:2
,start,"17,220","17,220",1,reverse,M01342:73:000000000-AAFA1:1:1106:20503:12646 1:N:0:2 (reversed)
,start,"17,221","17,221",1,forward,"M01342:73:000000000-AAFA1:1:1102:5938:17492 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1105:17288:17758 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1106:14413:24796 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1111:26923:23233 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1113:3701:18090 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:11046:3143 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2109:20137:16594 1:N:0:2"
,start,"17,224","17,224",1,forward,"M01342:73:000000000-AAFA1:1:2101:9375:16195 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2105:25864:11430 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2109:8342:25005 1:N:0:2 (reversed)"
,start,"17,225","17,225",1,reverse,"M01342:73:000000000-AAFA1:1:2108:26092:16695 2:N:0:2, M01342:73:000000000-AAFA1:1:2114:4176:17211 1:N:0:2 (reversed)"
,start,"17,225","17,225",1,forward,M01342:73:000000000-AAFA1:1:2107:21155:4583 1:N:0:2
,start,"17,226","17,226",1,forward,M01342:73:000000000-AAFA1:1:2103:7636:20043 2:N:0:2 (reversed)
,start,"17,228","17,228",1,reverse,"M01342:73:000000000-AAFA1:1:1105:9722:10116 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:12642:16093 2:N:0:2"
,start,"17,232","17,232",1,forward,"M01342:73:000000000-AAFA1:1:1102:5313:14361 1:N:0:2, M01342:73:000000000-AAFA1:1:2106:11536:5616 1:N:0:2 (reversed)"
,start,"17,235","17,235",1,forward,M01342:73:000000000-AAFA1:1:2105:7576:7272 2:N:0:2 (reversed)
,start,"17,236","17,236",1,reverse,M01342:73:000000000-AAFA1:1:2104:12041:18407 2:N:0:2 (reversed)
,start,"17,239","17,239",1,forward,"M01342:73:000000000-AAFA1:1:1102:2995:9532 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1106:15379:19372 1:N:0:2 (reversed)"
,start,"17,240","17,240",1,forward,M01342:73:000000000-AAFA1:1:1104:5892:14182 2:N:0:2 (reversed)
,start,"17,241","17,241",1,reverse,M01342:73:000000000-AAFA1:1:1114:11990:18596 1:N:0:2
,start,"17,243","17,243",1,forward,M01342:73:000000000-AAFA1:1:1103:20730:27851 2:N:0:2
,start,"17,244","17,244",1,reverse,M01342:73:000000000-AAFA1:1:2112:9649:23452 1:N:0:2
,start,"17,247","17,247",1,reverse,M01342:73:000000000-AAFA1:1:2108:11455:6908 1:N:0:2
,start,"17,251","17,251",1,forward,"M01342:73:000000000-AAFA1:1:1109:2094:14906 1:N:0:2, M01342:73:000000000-AAFA1:1:1113:25058:22905 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1113:25788:23575 2:N:0:2 (reversed)"
,start,"17,253","17,253",1,forward,M01342:73:000000000-AAFA1:1:2110:17101:20773 1:N:0:2 (reversed)
,start,"17,254","17,254",1,forward,M01342:73:000000000-AAFA1:1:1112:26333:17383 2:N:0:2 (reversed)
,start,"17,258","17,258",1,reverse,M01342:73:000000000-AAFA1:1:1105:12734:5663 2:N:0:2
,start,"17,258","17,258",1,forward,M01342:73:000000000-AAFA1:1:1105:20047:19457 2:N:0:2 (reversed)
,start,"17,260","17,260",1,reverse,M01342:73:000000000-AAFA1:1:2112:15853:21877 2:N:0:2 (reversed)
,start,"17,263","17,263",1,forward,"M01342:73:000000000-AAFA1:1:1107:20628:8969 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2103:19147:24385 2:N:0:2 (reversed)"
,start,"17,267","17,267",1,reverse,"M01342:73:000000000-AAFA1:1:1113:6976:5757 1:N:0:2, M01342:73:000000000-AAFA1:1:1104:4002:12732 1:N:0:2 (reversed)"
,start,"17,272","17,272",1,forward,M01342:73:000000000-AAFA1:1:1111:11999:26753 2:N:0:2 (reversed)
,start,"17,276","17,276",1,forward,"M01342:73:000000000-AAFA1:1:1103:6168:13063 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:23532:7459 1:N:0:2 (reversed)"
,start,"17,279","17,279",1,reverse,M01342:73:000000000-AAFA1:1:1104:6772:25972 1:N:0:2
,start,"17,280","17,280",1,forward,"M01342:73:000000000-AAFA1:1:1106:11952:9558 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1106:17971:10438 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:21078:15038 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:23938:14976 1:N:0:2 (reversed)"
,start,"17,281","17,281",1,forward,M01342:73:000000000-AAFA1:1:1112:18079:25058 1:N:0:2 (reversed)
,start,"17,284","17,284",1,forward,"M01342:73:000000000-AAFA1:1:2112:11821:17906 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:9651:11230 2:N:0:2 (reversed)"
,start,"17,286","17,286",1,reverse,M01342:73:000000000-AAFA1:1:1106:27479:14628 1:N:0:2
,start,"17,289","17,289",1,forward,M01342:73:000000000-AAFA1:1:2105:18583:24989 2:N:0:2 (reversed)
,start,"17,293","17,293",1,forward,"M01342:73:000000000-AAFA1:1:1113:17458:27165 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:16979:19846 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:26781:19838 2:N:0:2 (reversed)"
,start,"17,294","17,294",1,forward,"M01342:73:000000000-AAFA1:1:1108:9695:4561 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2103:24663:11978 1:N:0:2"
,start,"17,296","17,296",1,forward,M01342:73:000000000-AAFA1:1:1104:4501:17083 2:N:0:2 (reversed)
,start,"17,297","17,297",1,reverse,M01342:73:000000000-AAFA1:1:1113:19129:7365 1:N:0:2 (reversed)
,start,"17,298","17,298",1,reverse,M01342:73:000000000-AAFA1:1:2106:13815:25220 2:N:0:2
,start,"17,302","17,302",1,forward,M01342:73:000000000-AAFA1:1:2111:14165:25162 1:N:0:2 (reversed)
,start,"17,305","17,305",1,forward,"M01342:73:000000000-AAFA1:1:1106:17166:12956 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:11366:20294 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:11411:18519 1:N:0:2"
,start,"17,309","17,309",1,reverse,"M01342:73:000000000-AAFA1:1:1102:27377:16963 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1107:22044:12699 2:N:0:2, M01342:73:000000000-AAFA1:1:2104:19073:4991 1:N:0:2, M01342:73:000000000-AAFA1:1:2109:11730:13752 1:N:0:2, M01342:73:000000000-AAFA1:1:2113:18509:13896 2:N:0:2, M01342:73:000000000-AAFA1:1:2114:10390:4636 1:N:0:2"
,start,"17,313","17,313",1,forward,"M01342:73:000000000-AAFA1:1:1106:28491:12032 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:10888:14717 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:14257:4282 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:7184:15850 1:N:0:2 (reversed)"
,start,"17,317","17,317",1,forward,"M01342:73:000000000-AAFA1:1:1101:26130:21758 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:7471:7056 2:N:0:2 (reversed)"
,start,"17,320","17,320",1,forward,"M01342:73:000000000-AAFA1:1:1105:11355:5008 1:N:0:2, M01342:73:000000000-AAFA1:1:1109:11221:8940 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:22526:21665 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1111:27559:11296 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:21591:21220 1:N:0:2, M01342:73:000000000-AAFA1:1:2110:14962:16343 2:N:0:2, M01342:73:000000000-AAFA1:1:2112:16178:8312 2:N:0:2 (reversed)"
,start,"17,323","17,323",1,forward,M01342:73:000000000-AAFA1:1:1102:11319:24385 2:N:0:2
,start,"17,324","17,324",1,reverse,M01342:73:000000000-AAFA1:1:1103:26304:9750 2:N:0:2 (reversed)
,start,"17,324","17,324",1,forward,M01342:73:000000000-AAFA1:1:1101:27271:20128 1:N:0:2 (reversed)
,start,"17,328","17,328",1,forward,M01342:73:000000000-AAFA1:1:1111:6350:9126 1:N:0:2 (reversed)
,start,"17,333","17,333",1,forward,"M01342:73:000000000-AAFA1:1:1109:7392:24802 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2105:12488:2977 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:10597:22027 1:N:0:2 (reversed)"
,start,"17,335","17,335",1,forward,"M01342:73:000000000-AAFA1:1:1111:8940:12970 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:4849:10035 1:N:0:2 (reversed)"
,start,"17,336","17,336",1,forward,"M01342:73:000000000-AAFA1:1:1111:17689:28585 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:11816:17037 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:14606:18978 2:N:0:2 (reversed)"
,start,"17,337","17,337",1,forward,M01342:73:000000000-AAFA1:1:1108:16760:6584 2:N:0:2 (reversed)
,start,"17,340","17,340",1,forward,"M01342:73:000000000-AAFA1:1:1102:26617:9648 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:12235:6234 2:N:0:2, M01342:73:000000000-AAFA1:1:1113:16345:2435 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:26693:7454 1:N:0:2 (reversed)"
,start,"17,341","17,341",1,reverse,M01342:73:000000000-AAFA1:1:1114:11513:15963 2:N:0:2
,start,"17,343","17,343",1,forward,"M01342:73:000000000-AAFA1:1:1102:16939:26590 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1103:12096:14275 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1104:25565:16693 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:13943:3876 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1113:21103:13138 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:4053:20901 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:6113:11431 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:7877:14419 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:5206:16291 1:N:0:2, M01342:73:000000000-AAFA1:1:2109:14292:5983 1:N:0:2, M01342:73:000000000-AAFA1:1:2110:4703:12251 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:23051:24059 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:20917:8195 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:14655:23268 2:N:0:2, M01342:73:000000000-AAFA1:1:2114:20873:24069 2:N:0:2"
,start,"17,344","17,344",1,reverse,"M01342:73:000000000-AAFA1:1:2101:24032:25103 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:24704:12921 2:N:0:2 (reversed)"
,start,"17,344","17,344",1,forward,M01342:73:000000000-AAFA1:1:2101:3991:8285 1:N:0:2
,start,"17,347","17,347",1,reverse,"M01342:73:000000000-AAFA1:1:1104:10362:14979 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1105:12501:5760 2:N:0:2, M01342:73:000000000-AAFA1:1:2107:18617:4453 2:N:0:2"
,start,"17,348","17,348",1,forward,"M01342:73:000000000-AAFA1:1:1102:25637:12214 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:18440:23315 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:12198:18510 2:N:0:2"
,start,"17,351","17,351",1,forward,M01342:73:000000000-AAFA1:1:1103:10173:7356 2:N:0:2 (reversed)
,start,"17,356","17,356",1,forward,"M01342:73:000000000-AAFA1:1:1101:10397:3749 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1103:6012:12826 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:23016:21386 2:N:0:2"
,start,"17,359","17,359",1,reverse,"M01342:73:000000000-AAFA1:1:2101:23123:24929 2:N:0:2, M01342:73:000000000-AAFA1:1:2113:8165:15284 1:N:0:2"
,start,"17,359","17,359",1,forward,M01342:73:000000000-AAFA1:1:2103:20995:24293 2:N:0:2 (reversed)
,start,"17,360","17,360",1,reverse,"M01342:73:000000000-AAFA1:1:2114:24000:17582 2:N:0:2, M01342:73:000000000-AAFA1:1:2114:26615:7606 1:N:0:2"
,start,"17,360","17,360",1,forward,M01342:73:000000000-AAFA1:1:2107:28499:15684 1:N:0:2
,start,"17,363","17,363",1,reverse,M01342:73:000000000-AAFA1:1:2110:16254:20899 2:N:0:2 (reversed)
,start,"17,365","17,365",1,forward,M01342:73:000000000-AAFA1:1:2109:18364:26385 2:N:0:2 (reversed)
,start,"17,368","17,368",1,reverse,M01342:73:000000000-AAFA1:1:2103:23044:25826 2:N:0:2
